exp3_re2 - avg time (ms),exp3_re2 - naive - avg time (ms),instance size
0.09633973240852356,0.38699014112353325,20
0.09752204641699791,2.288633957505226,40
0.09663961827754974,6.856012158095837,60
0.09645940735936165,15.560766216367483,80
0.09582797065377235,30.3222150541842,100
0.0969679094851017,50.21288897842169,120
0.09803008288145065,78.46640702337027,140
0.10457402095198631,116.13268218934536,160
0.09780516847968102,162.8394341096282,180
0.09738514199852943,221.4928986504674,200
