exp3_re3 - avg time (ms),exp3_re3 - naive - avg time (ms),instance size
0.09864242747426033,3.067607991397381,20
0.09875092655420303,31.080351676791906,40
0.09936792775988579,129.31260000914335,60
0.09870901703834534,383.69268737733364,80
0.09964220225811005,877.0129778422415,100
0.09860517457127571,1734.1494970023632,120
