instance size,re_2 - avg time (ms),re_2 - naive - avg time (ms)
200,0.12704217806458473,3.085409291088581
400,0.24204794317483902,6.542692892253399
600,0.1592179760336876,15.565665904432535
800,0.17797015607357025,27.58541190996766
1000,0.1966138370335102,45.00808520242572
1200,0.22803712636232376,66.10129121690989
1400,0.23502390831708908,90.92654986307025
1600,0.25292206555604935,122.83961614593863
1800,0.28586387634277344,161.71700274571776
2000,0.29647210612893105,199.40246595069766
