exp3_re1 - avg time (ms),exp3_re1 - naive - avg time (ms),instance size
0.0967211090028286,0.04362128674983978,20
0.09561190381646156,0.14361413195729256,40
0.09714998304843903,0.29854197055101395,60
0.09402493014931679,0.516143161803484,80
0.09385775774717331,0.7858132012188435,100
0.09382376447319984,1.129124779254198,120
0.0936589203774929,1.4956481754779816,140
0.09425915777683258,1.933074090629816,160
0.09576277807354927,2.4542193859815598,180
0.09603193029761314,2.997785806655884,200
