re_1 - avg time (ms),re_1 - naive - avg time (ms),instance size
0.18495600670576096,1.7049852758646011,200
0.21826615557074547,6.546786054968834,400
0.15193596482276917,15.24668326601386,600
0.2957182005047798,27.314634062349796,800
0.19038189202547073,43.910868000239134,1000
0.2105911262333393,63.644856214523315,1200
0.2960134297609329,89.24935990944505,1400
0.24354318156838417,119.83517091721296,1600
0.2687000669538975,151.05530805885792,1800
0.283075962215662,192.78928777202964,2000
